 -3.564411606273029e-01 -3.684463256065930e-01 -3.768721039066245e-01 6.669398115060862e+00 4.881357237103755e+00 1.336071108321452e+01 1.328897381030941e+01 2.993041341518844e+00 1.158274765128650e+00 1.199340303450207e+01
 9.868106168732410e+00 -3.986517724879985e-01 -3.995113887613101e-01 -4.000548225076619e-01 -4.003003793142748e-01 -3.837857203694502e-01 -3.879999229161500e-01 -2.297735872688296e-01 -3.460739383420603e-01 7.620783389487435e+00
 5.471784102666313e+00 -3.634523996103414e-01 -3.736815300363456e-01 3.275372829514023e+00 1.226304885927822e+00 -3.910668336276113e-01 -3.823063462034041e-01 -2.545439477242770e-01 -3.510950615140974e-01 -3.932614021727147e-01
 -3.670725010462977e-01 -3.756573185131772e-01 -4.013789203509172e-01 -4.013578942555383e-01 -3.948283997435477e-01 -3.948207166687951e-01 -3.870926360010666e-01 -3.870902964790797e-01 -3.781729130453037e-01 -3.827795083462482e-01
 -3.781723192834080e-01 -4.032309812966615e-01 -4.007487281539718e-01 -3.978634658734391e-01 -3.945993838389791e-01 -3.999756649565870e-01 -3.947552704462527e-01 -3.956666409772378e-01 -3.825255188720161e-01 -3.866897763950800e-01
 -3.986972701258994e-01 -3.960922900797429e-01 -3.894051817457624e-01 -3.910842696170938e-01 -3.966176363919143e-01 -3.919764425013020e-01 -3.922513774779665e-01 -3.938720225481598e-01 -3.914089406019231e-01 -3.909794794092337e-01
 -3.870230731177525e-01 -3.905719300076588e-01 -3.892196698268616e-01 -3.868042567489185e-01 -3.860867703702041e-01 -3.827448927459294e-01 -3.826324308618115e-01 -3.842504845579864e-01 -3.822661329242903e-01 -3.781552851472695e-01
 -3.781000346694296e-01 -3.779205865140366e-01 -3.567830912700838e-01 -3.680698021661861e-01 -3.567830902403166e-01 -3.306533471883071e-01 -3.306533238434165e-01 -2.997578739397575e-01 -2.997578739278042e-01 -2.825021316051285e-01
 -2.640144865045838e-01 -2.825021315970610e-01 -2.640144864914598e-01 -3.680698036037428e-01 -3.680696782330840e-01 -3.567831330836157e-01 -3.567830677994356e-01 -3.680660703653486e-01 -3.567824777878781e-01 -3.680166206918344e-01
 -3.567737409815543e-01 -3.306532973861956e-01 -3.306531284669324e-01 -2.997578739078099e-01 -2.997578724056544e-01 -2.825021315832892e-01 -2.640144864697770e-01 -2.825021314593235e-01 -2.640144864318971e-01 -2.442502057691840e-01
 -2.442502057696024e-01 -2.231164146169547e-01 -2.231164146176970e-01 -2.442502057676965e-01 -2.231164146143255e-01 -2.004084412704993e-01 -2.004084412718409e-01 -1.756237061324358e-01 -1.756237061350053e-01 -2.004084412657668e-01
 -1.756237061234659e-01 -1.471945714152845e-01 -1.471945714237740e-01 -1.471945713872899e-01 -1.294830749231752e-01 -1.294830749547758e-01 -1.068033867416730e-01 -1.068033868466197e-01 -1.294830748234698e-01 -1.068033864158303e-01
 -7.677552403239696e-02 -7.677552430717483e-02 -7.677552318472318e-02 -5.931561333401297e-02 -5.931561373245399e-02 -4.077559121652761e-02 -4.077559175954575e-02 -5.931561210723272e-02 -4.077558954711950e-02 -2.188775685373926e-02
 -2.188775755506478e-02 -3.437062323653953e-03 -3.437063189017061e-03 -2.188775470035093e-02 -3.437059669539336e-03 2.999849029539388e-02 2.999848910866965e-02 2.999849392788448e-02 -2.442502057643791e-01 -2.231164146084972e-01
 -2.442502057577642e-01 -2.231164145969453e-01 -2.004084412553407e-01 -1.756237061039995e-01 -2.004084412348052e-01 -1.756237060662151e-01 -1.471945713316223e-01 -1.471945712329247e-01 -1.294830746399129e-01 -1.068033858339738e-01
 -1.294830743438403e-01 -1.068033849342540e-01 -7.677552168991274e-02 -7.677551942032489e-02 -5.931560995213267e-02 -4.077558662311135e-02 -5.931560669844600e-02 -4.077558222797547e-02 -2.188775093790557e-02 -3.437055042234326e-03
 -2.188774530329321e-02 -3.437048134914638e-03 2.999850023646351e-02 2.999850959853400e-02 7.211469404122764e-02 7.211469240856253e-02 8.814513989816665e-02 8.814513813592258e-02 7.211469901956891e-02 8.814514525439732e-02
 9.410665787774809e-02 9.410665615859487e-02 9.410666306859013e-02 9.494302819723921e-02 9.494302655599213e-02 9.505829875481461e-02 9.505829712121776e-02 9.494303308689647e-02 9.505830324106725e-02 7.211470760233871e-02
 7.211472019760914e-02 8.814515443634753e-02 8.814516779342280e-02 9.410667188817916e-02 9.410668453948444e-02 9.494304134948862e-02 9.505831098404598e-02 9.494305304895101e-02 9.505832163795526e-02 -2.442502057453712e-01
 -2.231164145754429e-01 -2.442502057233762e-01 -2.231164145376674e-01 -2.004084411968353e-01 -1.756237059972622e-01 -2.004084411307560e-01 -1.756237058788448e-01 -1.471945710665781e-01 -1.471945707989594e-01 -1.294830738914582e-01
 -1.068033836269689e-01 -1.294830732273339e-01 -1.068033818084931e-01 -7.677551619809966e-02 -7.677551183334165e-02 -5.931560211270869e-02 -4.077557606901845e-02 -5.931559595406195e-02 -4.077556785371560e-02 -2.188773744551079e-02
 -3.437038543436901e-03 -2.188772702436685e-02 -3.437025888064219e-03 2.999852249839276e-02 2.999853936101889e-02 -2.442502056875691e-01 -2.231164144769588e-01 -2.442502056360928e-01 -2.231164143918031e-01 -2.004084410257869e-01
 -1.756237056932223e-01 -2.004084408808286e-01 -1.756237054405723e-01 -1.471945703998548e-01 -1.471945698757129e-01 -1.294830723090708e-01 -1.068033794175757e-01 -1.294830711659266e-01 -1.068033765541334e-01 -7.677550624464760e-02
 -7.677549969283150e-02 -5.931558813718707e-02 -4.077555749924325e-02 -5.931557903833858e-02 -4.077554551545962e-02 -2.188771396760790e-02 -3.437010116042726e-03 -2.188769892963163e-02 -3.436992029381701e-03 2.999856017334138e-02
 2.999858385188298e-02 7.211473729498295e-02 8.814518571461892e-02 7.211475924083620e-02 8.814520838953237e-02 9.410670121496904e-02 9.410672185730397e-02 9.494306827957030e-02 9.505833555449127e-02 9.494308680739943e-02
 9.505835207856528e-02 7.211478581224706e-02 7.211481557362918e-02 8.814523542978772e-02 8.814526534522367e-02 9.410674593036898e-02 9.410677210422345e-02 9.494310807829399e-02 9.505837097521631e-02 9.494313091890688e-02
 9.505839092999922e-02 1.345787980909562e+01 1.345908259044750e+01 1.345423265373419e+01 1.344800545903598e+01 1.343889424341406e+01 1.342371631181070e+01 1.348006595527506e+01 1.348118103356496e+01 1.347670813498600e+01
 1.347106089445884e+01 1.346301306292043e+01 1.351293908766790e+01 1.351736941317234e+01 1.349587829844486e+01 1.349040529699229e+01 1.348271529290471e+01 1.350744189700591e+01 1.349979649915018e+01 1.354253219551500e+01
 1.354734690471624e+01 1.352858189281405e+01 1.356672122438034e+01 1.357214286331463e+01 1.355133311618281e+01 1.341691444367842e+01 1.340864163422941e+01 1.343307375479845e+01 1.342623266891563e+01 1.339796422019412e+01
 1.341813853744589e+01 1.338052501255700e+01 1.340839019338486e+01 1.345232245334096e+01 1.343846283162159e+01 1.336407229634733e+01 1.326848921227657e+01 1.339616686122925e+01 1.162877104071090e+01 9.296723032587499e+00
 1.338666689269916e+01 1.337238352797818e+01 1.343001166752145e+01 1.341537904963080e+01 1.340365293510529e+01 1.342019553354517e+01 6.817420943859289e+00 4.388766758546008e+00 1.333370047529989e+01 1.208652138895279e+01
 2.091636045465774e+00 2.917468487267780e-01 9.768096601234733e+00 7.121117632252308e+00 1.338749143854410e+01 1.340849532390565e+01 1.337263723989618e+01 1.331434567647307e+01 1.339382229352634e+01 1.347271860054897e+01
 1.346019279852604e+01 1.344463291344079e+01 1.343539222894614e+01 1.342483864338844e+01 1.341133086774620e+01 1.348999852561870e+01 1.347796327677419e+01 1.346344808493258e+01 1.344588356376923e+01 1.350641765498316e+01
 1.352778139462901e+01 1.347610953158114e+01 1.349710773813498e+01 1.359348187617155e+01 1.359988700278133e+01 1.359431511440858e+01 1.360075583030277e+01 1.357569910436939e+01 1.357644501151766e+01 1.354958987593935e+01
 1.351734539234432e+01 1.351079533102904e+01 1.355024032466494e+01 1.351793103368382e+01 1.351793103450543e+01 -3.406291807837011e-01 -3.657460400373946e-01 4.430893302039198e+00 1.948052516881218e+00 -3.781748508795399e-01
 4.558039372279847e-02 -3.511153761755492e-01 1.172299072618673e+01 9.151380834730974e+00 1.338245581721498e+01 1.335869620959474e+01 6.284316164429623e+00 3.484692115148919e+00 1.275057477177596e+01 1.046680625385795e+01
 -3.739802287678743e-01 1.069087693830024e+00 -2.988265559631237e-01 7.582990214306796e+00 4.550057102545749e+00 -3.808868112295998e-01 -3.599539441634253e-01 -3.710292206267074e-01 1.872858792451965e+00 -3.060558075449553e-02
 1.339658781888571e+01 1.341247235313338e+01 1.338677092099323e+01 1.337043478727488e+01 1.339727731625068e+01 1.327788242674446e+01 1.113367255332944e+01 1.337351554880298e+01 8.185018243844992e+00 4.984791699175269e+00
 1.326675638767049e+01 1.111398414865385e+01 1.342388357316729e+01 1.341016546268869e+01 1.339614030238192e+01 1.338619366574405e+01 1.336702373420452e+01 1.339315607701382e+01 -3.847571182718846e-01 -3.538738265858303e-01
 -3.687300910505047e-01 -3.870531556937504e-01 -3.769830051303191e-01 -3.886539245668998e-01 -3.814033979538756e-01 -3.838742975820100e-01 2.140982261812772e+00 1.051403938783768e-01 8.065309849212184e+00 4.760294825298810e+00
 -3.507078940848848e-01 -3.677183694771662e-01 1.866758682071818e+00 -1.047933383580817e-01 1.298039513132681e+01 1.054813500328932e+01 1.338195180954562e+01 1.335031047653056e+01 7.298189418963202e+00 3.962466998030287e+00
 1.219253730812000e+01 9.408686368807500e+00 -3.556180236273052e-01 -3.678093449809248e-01 1.234958194390751e+00 -3.260084426303025e-01 5.970486063482452e+00 2.708038069286511e+00 -3.753266573151986e-01 -3.680327319889863e-01
 3.260277254010593e-01 -3.487800266325952e-01 1.345723037563879e+01 1.344257332252836e+01 1.343094006215231e+01 1.341761421939163e+01 1.343465086629315e+01 1.347884946113386e+01 1.345803299434906e+01 1.344772549769772e+01
 1.340167878260208e+01 1.338819200020159e+01 1.337375855731461e+01 1.327473658788150e+01 1.338076641214698e+01 1.342121992631278e+01 1.340541553595368e+01 1.339471719824765e+01 1.099350054736493e+01 7.647856737957671e+00
 1.334582794397715e+01 1.189507323893982e+01 4.139216849320082e+00 1.270806677909803e+00 8.837542331563093e+00 5.223415419757039e+00 1.336366425123324e+01 1.338537480808689e+01 1.252016968763335e+01 9.691008473621459e+00
 1.336785518459576e+01 1.288810862462716e+01 1.342158005512177e+01 1.340533389975682e+01 1.338479385189907e+01 1.337075030510223e+01 1.343344976774567e+01 1.341888187121172e+01 1.340166997767134e+01 1.349251269705744e+01
 1.349894691351945e+01 1.347214384683037e+01 1.347865611802694e+01 1.344889950012629e+01 1.342090621150125e+01 1.341303741194578e+01 1.345580203298913e+01 1.342890206028799e+01 1.342607444999913e+01 1.349951901566835e+01
 1.349951901784640e+01 1.347923145218958e+01 1.347923145587788e+01 1.345640616222421e+01 1.345640616941191e+01 1.342958899348374e+01 1.342958901081387e+01 -3.853538368317463e-01 -3.793738530295451e-01 -3.814640670007508e-01
 -3.693865086994849e-01 -3.751585266913454e-01 -3.841077178346415e-01 -3.781171307935227e-01 -3.794068193539487e-01 -3.113936580042835e-01 -3.610559958364887e-01 1.937486504748666e+00 -2.892096618775741e-01 6.045530443341725e+00
 2.586001742614149e+00 1.017602346197502e+01 6.480055807293918e+00 -3.641981430384690e-01 1.831530529597703e-01 -3.517948668500728e-01 2.844287103670039e+00 1.085591034960779e-01 1.300094074536573e+01 1.029545809088433e+01
 1.336752071824529e+01 1.284723676076686e+01 6.571069242038149e+00 2.944456825997874e+00 1.001203722248144e+01 6.201246042265452e+00 1.337940154238209e+01 1.336420252020450e+01 1.245645599292081e+01 9.396237901888098e+00
 1.334510730004630e+01 1.184548581541140e+01 -3.716919595989156e-01 -3.604945414469906e-01 3.805202411960283e-01 -3.489319418977564e-01 2.517430073110284e+00 -1.753210387156824e-01 5.539748299278989e+00 2.025152091611509e+00
 8.467372510882022e+00 4.588027953347083e+00 -3.752853459196592e-01 -3.693402238753568e-01 -3.604457896633709e-01 -1.826625494818530e-01 -3.540945370029729e-01 1.341578306407686e+00 -3.265409140708268e-01 1.339414855869962e+01
 1.338765776257054e+01 1.337438414361471e+01 1.338254927885576e+01 1.329816520829811e+01 1.336160874714667e+01 1.340361333679202e+01 1.338167694906154e+01 1.337583386963428e+01 1.088404277026399e+01 7.069608553128840e+00
 1.254765969728488e+01 9.420924472671420e+00 3.092048349854478e+00 -9.872107999329358e-02 5.457705420436732e+00 1.882695690621388e+00 1.332401599749777e+01 1.336077386545594e+01 1.124055831741416e+01 1.249355553868438e+01
 7.572561322539160e+00 3.705316968475579e+00 9.294348266315957e+00 5.307874387444784e+00 1.340961350744674e+01 1.341283694517233e+01 1.338944625979541e+01 1.339348245994145e+01 1.334687660587876e+01 1.333069454143942e+01
 1.063868438608221e+01 6.670194134045407e+00 1.150619924917426e+01 7.861670535475797e+00 1.336343892654845e+01 1.268172620711916e+01 9.600769777480556e+00 1.341361440281771e+01 1.339444093439175e+01 1.341361443379560e+01
 1.339444111118749e+01 1.336735370754571e+01 1.336747558422945e+01 1.311292939738349e+01 1.027137066907827e+01 1.313601012099645e+01 1.031256003059708e+01 -3.828451741704660e-01 -3.796017196971962e-01 -3.768734450479903e-01
 -3.731401514985704e-01 -3.681873970094374e-01 -3.616467424695662e-01 -2.591574269639447e-01 -3.532590301559317e-01 7.675396266796247e-01 -3.409140287355591e-01 1.773839827094093e+00 -3.125311132699943e-01 2.703048928696056e+00
 -2.659988468337295e-01 3.867659552574371e+00 6.935695255387968e-01 5.689676615488326e+00 2.219298337548378e+00 6.416626616243108e+00 6.464532324461283e+00 2.839399124845518e+00 2.881772912885961e+00 -3.812751031919199e-01
 -3.790337447530881e-01 -3.771997132496666e-01 -3.747676274795111e-01 -3.716881983080559e-01 -3.679827991333793e-01 -3.638061746425753e-01 -3.594466134861276e-01 -3.544998139268570e-01 -3.476338129236531e-01 -3.453111297378372e-01
 -3.452043893790274e-01 -3.774400746517224e-01 -3.763791484733430e-01 -3.744599022467584e-01 -3.716722842400491e-01 -3.686357489784236e-01 -3.666514817820381e-01 -3.664535395351192e-01 -3.664519038064029e-01 1.359431511460217e+01
 1.360075583030277e+01 1.359431511460218e+01 1.360075583030277e+01 1.357644501167642e+01 1.357644501167643e+01 1.359431511460218e+01 1.360075583030277e+01 1.357644501167643e+01 1.355024032514433e+01 1.355024032514433e+01
 1.355024032514434e+01 1.351793103368384e+01 1.351793103368385e+01 1.351793103368386e+01 1.349951901784643e+01 1.349951901784645e+01 1.347923145587793e+01 1.347923145587795e+01 1.349951901784645e+01 1.347923145587795e+01
 1.345640616941201e+01 1.345640616941203e+01 1.345640616941204e+01 1.342958901081422e+01 1.342958901081424e+01 1.342958901081426e+01 1.341361443379898e+01 1.341361443379905e+01 1.339444111592583e+01 1.339444111600682e+01
 1.341361443379906e+01 1.339444111600779e+01 1.336748078479675e+01 1.336748087371650e+01 1.336748087476246e+01 1.313699907207255e+01 1.313701598463489e+01 1.031440656970911e+01 1.031443843542232e+01 1.313701618357949e+01
 1.031443881094709e+01 6.466737508242328e+00 6.466775849757711e+00 2.883757068772690e+00 2.883791764477271e+00 6.466776302485862e+00 2.883792174838961e+00 -3.451993924578602e-01 -3.451993050678521e-01 -3.451993040340808e-01
 -3.664519019487011e-01 -3.664519019187926e-01 -3.664519019182800e-01 -3.676984682692654e-01 -3.667944273540087e-01 -3.567180936763595e-01 -3.565620656431253e-01 -3.659351344698260e-01 -3.659032423209653e-01 -3.564169950192333e-01
 -3.564115802372067e-01 -3.306493351508172e-01 -3.306466510507299e-01 -2.997578387589759e-01 -2.997578149636791e-01 -2.825021290947344e-01 -2.640144862562179e-01 -2.825021274229493e-01 -2.640144861322463e-01 -3.659033046477724e-01
 -3.659033046392617e-01 -3.659033046390764e-01 -3.564116632612538e-01 -3.564115799643173e-01 -3.564115799626437e-01 -3.306466788609885e-01 -3.306467039617852e-01 -2.997578149662646e-01 -2.997578149723371e-01 -2.825021274162366e-01
 -2.640144861212672e-01 -2.825021274140262e-01 -2.640144861173613e-01 1.359431511460218e+01 1.360075583030277e+01 1.357644501167643e+01 1.359431511460218e+01 1.360075583030277e+01 1.357644501167643e+01 1.355024032514434e+01
 1.355024032514434e+01 1.351793103368386e+01 1.351793103368386e+01 1.349951901784645e+01 1.347923145587796e+01 1.349951901784645e+01 1.347923145587796e+01 1.345640616941204e+01 1.345640616941204e+01 1.342958901081426e+01
 1.342958901081426e+01 1.341361443379907e+01 1.339444111600780e+01 1.341361443379907e+01 1.339444111600780e+01 1.336748087476710e+01 1.336748087476712e+01 1.313701618446092e+01 1.031443881261152e+01 1.313701618446485e+01
 1.031443881261893e+01 6.466776304493490e+00 2.883792176659555e+00 6.466776304502437e+00 2.883792176667686e+00 -3.451993040293783e-01 -3.451993040292744e-01 -3.664519019181591e-01 -3.664519019180750e-01 1.359431511460218e+01
 1.360075583030277e+01 1.357644501167643e+01 1.359431511460218e+01 1.360075583030277e+01 1.357644501167643e+01 1.355024032514434e+01 1.355024032514434e+01 1.351793103368386e+01 1.351793103368386e+01 1.349951901784645e+01
 1.347923145587796e+01 1.349951901784645e+01 1.347923145587796e+01 1.345640616941204e+01 1.345640616941204e+01 1.342958901081426e+01 1.342958901081426e+01 1.341361443379907e+01 1.339444111600780e+01 1.341361443379907e+01
 1.339444111600780e+01 1.336748087476712e+01 1.336748087476712e+01 1.313701618446487e+01 1.031443881261898e+01 1.313701618446487e+01 1.031443881261899e+01 6.466776304502502e+00 2.883792176667756e+00 6.466776304502510e+00
 2.883792176667767e+00 -3.451993040292243e-01 -3.451993040292076e-01 -3.664519019180248e-01 -3.664519019180081e-01 -3.659033046389512e-01 -3.564115799625061e-01 -3.659033046388656e-01 -3.564115799624172e-01 -3.306467039622593e-01
 -3.306467039621506e-01 -2.997578149718849e-01 -2.997578149717039e-01 -2.825021274132749e-01 -2.640144861160471e-01 -2.825021274130025e-01 -2.640144861155980e-01 -3.659033046388150e-01 -3.659033046387982e-01 -3.564115799623657e-01
 -3.564115799623488e-01 -3.306467039620936e-01 -3.306467039620755e-01 -2.997578149716262e-01 -2.997578149716037e-01 -2.825021274128980e-01 -2.640144861154409e-01 -2.825021274128698e-01 -2.640144861154012e-01 -2.442502055729966e-01
 -2.231164142995062e-01 -2.442502055280509e-01 -2.231164142326128e-01 -2.004084407255998e-01 -1.756237051720101e-01 -2.004084406115308e-01 -1.756237049721290e-01 -1.471945693250347e-01 -1.471945689024617e-01 -1.294830699828656e-01
 -1.068033736232012e-01 -1.294830690317650e-01 -1.068033711838553e-01 -7.677549302716244e-02 -7.677548737052248e-02 -5.931556979973532e-02 -4.077553336672552e-02 -5.931556190814781e-02 -4.077552293445019e-02 -2.188768370467136e-02
 -3.436973738880646e-03 -2.188767057199074e-02 -3.436957898549784e-03 2.999860774821315e-02 2.999862859585840e-02 -2.442502055092735e-01 -2.231164141998166e-01 -2.442502055022717e-01 -2.231164141870790e-01 -2.004084405534140e-01
 -1.756237048668452e-01 -2.004084405300217e-01 -1.756237048226454e-01 -1.471945686596468e-01 -1.471945685405059e-01 -1.294830684149492e-01 -1.068033694715841e-01 -1.294830680506733e-01 -1.068033683565575e-01 -7.677548323335219e-02
 -7.677548041377334e-02 -5.931555605852772e-02 -4.077551511878676e-02 -5.931555201430566e-02 -4.077550965417328e-02 -2.188766064457063e-02 -3.436945828753467e-03 -2.188765363779925e-02 -3.436937238863582e-03 2.999864471130641e-02
 2.999865635296785e-02 7.211484549193009e-02 8.814529533188037e-02 7.211487197698431e-02 8.814532218721163e-02 9.410679825255602e-02 9.410682206214839e-02 9.494315370731141e-02 9.505841096706745e-02 9.494317469652981e-02
 9.505842945765211e-02 7.211489303122683e-02 7.211490868190532e-02 8.814534400385238e-02 8.814536058110821e-02 9.410684200456107e-02 9.410685764923396e-02 9.494319266151563e-02 9.505844566722584e-02 9.494320708134406e-02
 9.505845880056546e-02 -2.442502054998883e-01 -2.231164141826569e-01 -2.442502054990955e-01 -2.231164141811930e-01 -2.004084405217031e-01 -1.756237048061310e-01 -2.004084405189183e-01 -1.756237048002220e-01 -1.471945684836942e-01
 -1.471945684556179e-01 -1.294830678359470e-01 -1.068033676406779e-01 -1.294830677086664e-01 -1.068033671915443e-01 -7.677547853788301e-02 -7.677547733506883e-02 -5.931554929421005e-02 -4.077550594753129e-02 -5.931554753866083e-02
 -4.077550354314206e-02 -2.188764885153750e-02 -3.436931334722351e-03 -2.188764573374091e-02 -3.436927474443793e-03 2.999866444402200e-02 2.999866976948774e-02 -2.442502054988342e-01 -2.231164141807239e-01 -2.442502054987717e-01
 -2.231164141806153e-01 -2.004084405180263e-01 -1.756237047981607e-01 -2.004084405178208e-01 -1.756237047976509e-01 -1.471945684421035e-01 -1.471945684380103e-01 -1.294830676398817e-01 -1.068033669414208e-01 -1.294830676179368e-01
 -1.068033668606414e-01 -7.677547665782523e-02 -7.677547643814259e-02 -5.931554654695916e-02 -4.077550218147011e-02 -5.931554622484812e-02 -4.077550173873440e-02 -2.188764396431247e-02 -3.436925279540379e-03 -2.188764338849785e-02
 -3.436924564709372e-03 2.999867280769139e-02 2.999867379858053e-02 7.211491979077109e-02 8.814537253937772e-02 7.211492719561771e-02 8.814538059006258e-02 9.410686921509487e-02 9.410687713075112e-02 9.494321794440448e-02
